epoch,global_step,lr,loss_total,loss_cd,loss_apml,loss_p2g,loss_g2p,loss_center,loss_bbox,loss_hd,loss_repulsion,loss_proj,loss_proj_bce,loss_proj_dice,loss_proj_iou,proj_weight,proj_valid_ratio,proj_pred_mask_mean,proj_gt_mask_mean,proj_pred_mask_max,proj_gt_mask_max,proj_u_min,proj_u_max,proj_v_min,proj_v_max,precision_0_01,recall_0_01,fscore_0_01,precision_0_02,recall_0_02,fscore_0_02,precision_0_05,recall_0_05,fscore_0_05,epoch_time_sec
151,2501,5e-05,0.08751503692888489,0.0030470849297362054,87.51489935794481,0.0017539374402775222,0.0012931474889175682,0.00017580887559093627,0.0,0.0,2.6667331200047118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054591151820521794,0.06124249518942423,0.05739100100692274,0.2648388886632847,0.3095027613954418,0.2842095382213712,0.8335900014994002,0.8988415376037086,0.8635158193964617,204.10862493515015
152,5002,5e-05,0.08514971141574956,0.0029103556809276982,85.14957083267767,0.001673908893919469,0.001236446785466343,0.00017665473089597189,0.0,0.0,2.73136121651361e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05958661457292083,0.0668070662360056,0.06265715437206547,0.28080105848285686,0.3270412538109756,0.301085895500103,0.8452639452031687,0.9072688307489504,0.8738836106754503,201.3487741947174
153,7503,5e-05,0.08410156259193319,0.0028550590915790313,84.10142048222215,0.0016407729912584076,0.0012142861020312447,0.0001777819053045403,0.0,0.0,2.7630967068461008e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06230642508621551,0.0698731249687625,0.06552865089806187,0.2886133632484506,0.3357325038734506,0.30936326965636035,0.8498886578181227,0.910297697327319,0.8778419275848163,177.41365838050842
154,10004,5e-05,0.0834446067287654,0.0028188890457141774,83.4444638007834,0.0016209586711036453,0.001197930375349474,0.00017725418694429038,0.0,0.0,2.779694189418323e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06412532643192723,0.07191605779563175,0.06745070651950376,0.2935684124787585,0.3414662455330368,0.3146945168865604,0.8524506213139744,0.9123575179303278,0.8802133557058629,173.77677011489868
155,12505,5e-05,0.08291710439662799,0.002787353756071561,82.91696142587887,0.0016023562648911729,0.001184997489481404,0.00017829830432612858,0.0,0.0,2.781930414780176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06599206020716714,0.07407671696946222,0.06945239721474553,0.298094043632547,0.3467769142343063,0.3195954199965264,0.8549004226434426,0.9140833900814674,0.882344930303521,165.43120741844177
156,15006,5e-05,0.08249864923726412,0.0027693139818511527,82.4985056148439,0.0015928725311948751,0.001176441450214076,0.00017809046979033863,0.0,0.0,2.7920372138826326e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06731887323195722,0.07562951381947221,0.07087893391594809,0.30177489551054576,0.3508898198533087,0.32352538430383326,0.8562177667995302,0.9150895305940124,0.8835469705254876,165.23365354537964
157,17507,5e-05,0.08217864775391924,0.0027509104885549687,82.17850412935412,0.0015828273179181224,0.0011680831716841652,0.0001792454597723024,0.0,0.0,2.794624671488574e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06866208594687125,0.07706214389244302,0.07227956955363957,0.3045531787285086,0.3539971706629848,0.32648035671200004,0.857579722017443,0.9160193344537185,0.8847230742188369,170.39409351348877
158,20008,5e-05,0.08193073860380422,0.002738497787905929,81.93059476191213,0.001575448080316977,0.0011630497080602458,0.0001783479193191102,0.0,0.0,2.7997776020388743e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06963464614154338,0.07820611989579168,0.0733306509308943,0.30708663800104957,0.3570352132584466,0.32926465917091186,0.858313705767693,0.9167276448795482,0.8854492522272669,163.17215847969055
159,22509,5e-05,0.08165782266279689,0.002723823182111396,81.65767925312785,0.001569542712660455,0.0011542804698989608,0.00017931681718344445,0.0,0.0,2.7897725021175838e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07038102727658936,0.07902708057402039,0.07410188360636483,0.30895932642567975,0.35958360796306477,0.33138039221362275,0.8591559469962016,0.917625918382647,0.8863253105120485,166.6085889339447
160,25010,5e-05,0.08144324674743597,0.002711536229222414,81.4431027637773,0.0015626391781223487,0.0011488970524964907,0.00017865617515587187,0.0,0.0,2.7999538228739817e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07175313468362655,0.08059090816798281,0.07557459617266711,0.311443684245052,0.3622421148728009,0.33402338221234257,0.8599945763881948,0.9181579321396441,0.8870308325558556,161.96904706954956
