epoch,global_step,lr,loss_total,loss_cd,loss_apml,loss_p2g,loss_g2p,loss_center,loss_bbox,loss_hd,loss_repulsion,precision_0_01,recall_0_01,fscore_0_01,precision_0_02,recall_0_02,fscore_0_02,precision_0_05,recall_0_05,fscore_0_05,epoch_time_sec
13,32513,0.0005,0.009498928563201243,0.009498409633316184,0.0,0.005528341324539853,0.0039700683111968,0.0025653374950499793,0.0,0.0,0.00010378596756631336,0.020654335921881248,0.019473655850159935,0.019747386061254462,0.11489857182127149,0.10600300895266893,0.10822277313105014,0.5638640051791783,0.5574933112692423,0.5523031617357272,170.0497214794159
14,35014,0.0005,0.009158627910413643,0.009158098089016426,0.0,0.0052733169134766954,0.0038847811777041894,0.0024667464152973865,0.0,0.0,0.00010596313979974166,0.021441813899440224,0.020198170731707318,0.020465361053689717,0.11892479336390444,0.10954641580867652,0.11178993824917803,0.5747899082554478,0.5657277128211216,0.5619317668734766,168.28149843215942
15,37515,0.0005,0.009061264936387337,0.009060771781068648,0.0,0.005250384340176127,0.003810387427300648,0.0023863205304562735,0.0,0.0,9.863218725776718e-05,0.021505753167483006,0.020494146091563376,0.020672392415175843,0.11850279419482207,0.11094790599385246,0.112508342472143,0.5748966038584566,0.5688101712440023,0.5640764758437693,171.48897242546082
16,40016,0.0005,0.008686610133672392,0.00868612465492246,0.0,0.0049660971667692035,0.003720027487338675,0.002499510169442857,0.0,0.0,9.709533863394213e-05,0.0221949306215014,0.02100936968962415,0.021236048623678744,0.12225461377948821,0.1138107257097161,0.11564227731943857,0.5863832201494402,0.5770247565036486,0.5740889508347186,176.02117443084717
17,42517,0.0005,0.008603785854776572,0.008603315441593639,0.0,0.004910177328037891,0.003693138112112774,0.002504273621470951,0.0,0.0,9.408288680496597e-05,0.022162521710065972,0.02138666017967813,0.021414418211636893,0.12260310719462215,0.11579196446421432,0.11685012683483874,0.5886985049730108,0.5801928252136646,0.5764274592297237,172.70874643325806
18,45018,0.0005,0.008444953474356923,0.008444492058155955,0.0,0.004809728680934083,0.0036347633882536324,0.002373718957267342,0.0,0.0,9.22841773673735e-05,0.0222339775027489,0.021779862273840465,0.021715504671132316,0.12368412010195921,0.11767246226509397,0.1186248587253766,0.5946219168582567,0.5861235583891443,0.5829697521012432,177.99671936035156
19,47519,0.0005,0.008491961868432927,0.00849149820417343,0.0,0.004850234946564454,0.003641263260983671,0.00245140403144289,0.0,0.0,9.27333935136807e-05,0.02250808660910636,0.021470513357157137,0.02165167932723519,0.12394602705792683,0.11643038097261095,0.11786582533073504,0.5922767611705317,0.5843414587290084,0.5804408435545555,184.41861033439636
20,50020,0.0005,0.008180250010428216,0.008179791131485455,0.0,0.004600136156789906,0.0035796549747653694,0.0024224902957298293,0.0,0.0,9.1776035920831e-05,0.023410460034736104,0.022602189592912835,0.022637563493138724,0.1286178887819872,0.12077132037809876,0.12226270444084947,0.6048804111168032,0.5923061439486705,0.5913877151742644,177.80677795410156
21,52521,0.0005,0.00802343945349062,0.008022981106353159,0.0,0.004503451708442822,0.0035195293958389723,0.0023909581316419403,0.0,0.0,9.166814674672616e-05,0.023930076406937225,0.023104722954568172,0.023118867315557703,0.1307687862355058,0.12312018551954218,0.1245699882051531,0.6102103104070872,0.596257981182527,0.5959202421278726,182.33699464797974
22,55022,0.0005,0.008005283141574983,0.008004839710866298,0.0,0.004509301385076092,0.0034955383311198957,0.002414468372635525,0.0,0.0,8.86856887267741e-05,0.023480939655387844,0.022773312549980006,0.022810043944068246,0.1295168456055078,0.12301983503473611,0.12409450706472097,0.6092850945559276,0.5991689261795282,0.5970498949158244,181.43288826942444
23,57523,0.0005,0.007702791763217103,0.007702351409438454,0.0,0.004273944146178405,0.003428407268636286,0.002388718652152774,0.0,0.0,8.807037754007326e-05,0.02445720930377849,0.023632051085815675,0.023627223626778247,0.13357274277788883,0.12658930568397642,0.1275634688467848,0.6194905826731807,0.6049148699895042,0.605441448147275,188.2378704547882
24,60024,0.0005,0.007666124682845559,0.007665685176510872,0.0,0.004239402798062912,0.003426282384778421,0.002453463325326986,0.0,0.0,8.789995809892906e-05,0.024455452194122353,0.023556104901789283,0.02360093668520284,0.13334841844512196,0.12614905209791083,0.1273638145943753,0.6208300859343763,0.6058108006797281,0.6062576247484195,179.2213315963745
25,62525,0.0005,0.007589395642133488,0.007588963745944262,0.0,0.004199763887790127,0.003389199854825988,0.0024860667798392165,0.0,0.0,8.637975376998856e-05,0.024588699676379448,0.023896788940673732,0.02386901390961096,0.1350190392592963,0.12828276892368054,0.129264536508095,0.6244966857007197,0.6097543404513195,0.6104510281024957,178.39315390586853
26,65026,0.0005,0.00746523980313807,0.007464812202911611,0.0,0.004114352289491557,0.0033504599190755757,0.0024538621941932524,0.0,0.0,8.551955460436522e-05,0.024882429840563776,0.02409739229308277,0.024107185436128938,0.13644464089364255,0.1300420261582867,0.13077701605176453,0.6282504576294482,0.6132527457766893,0.6139748429344064,186.92936086654663
27,67527,0.0005,0.007344949099824342,0.007344522116026554,0.0,0.004044542142494646,0.003299979969528822,0.0024556362402335346,0.0,0.0,8.53950726816517e-05,0.02494148824845062,0.024301314630397843,0.02421790781530605,0.1372330950432327,0.1310099007272091,0.13168247679776487,0.6331269250112455,0.6161592979995502,0.617851913028934,170.18062949180603
28,70028,0.0005,0.007183688088375681,0.007183263309440333,0.0,0.003914485968256899,0.0032687773322463125,0.00252555771017616,0.0,0.0,8.49560519371317e-05,0.025368173043282687,0.024532862636195522,0.02454001807020467,0.13944578418632547,0.13267681208766494,0.13354130490894903,0.6380973977596461,0.6203937370364354,0.6223898169363751,175.54562640190125
29,72529,0.0005,0.0071012830343197995,0.007100860221318526,0.0,0.0038620338646094743,0.0032388263462824088,0.0024382835842084558,0.0,0.0,8.456223682709164e-05,0.026072774015393842,0.025059116978208718,0.025165162984419932,0.14126810213414634,0.1338426543445122,0.13515265881255573,0.6402862683051779,0.6231757297081167,0.6254297643423271,172.2373650074005
30,75030,0.0005,0.007045264500926887,0.007044846537710652,0.0,0.0038359696912930764,0.0032088768478372737,0.0024428960797503773,0.0,0.0,8.359306718253041e-05,0.025915317466763295,0.02520417614204318,0.025174732142222447,0.1412680045169432,0.1345906949720112,0.13559522791752596,0.644148200094962,0.6264760697283587,0.6291275655136543,181.28237128257751
31,77531,0.0005,0.006873929174430743,0.006873509361230281,0.0,0.0037092309208122828,0.0031642784390681204,0.002442193604714098,0.0,0.0,8.39625193161608e-05,0.026699183607806876,0.025798664909036387,0.025803258197699734,0.14451572886470412,0.13724510195921633,0.13839411662548173,0.6517453565448821,0.6312518937737405,0.6353701270553694,169.60890460014343
32,80032,0.0005,0.006802348338146849,0.006801936050887402,0.0,0.0036612278586331723,0.00314070819504708,0.002449190886819742,0.0,0.0,8.245821259568235e-05,0.026333119096111555,0.02556819069247301,0.02552183031744347,0.14408377274090364,0.13751306118177728,0.13829528485111645,0.6539394008021792,0.6328869819259796,0.6373886977170096,177.9811828136444
33,82533,0.0005,0.0067540183336139235,0.006753604486500878,0.0,0.0036278854126389213,0.003125719067927149,0.002457731108561053,0.0,0.0,8.276927231224185e-05,0.02730060319622151,0.02637431355582767,0.026424177198215385,0.14799822258596562,0.1402917348685526,0.14167894554011276,0.6583612648690523,0.6360236178965913,0.6413312595827682,174.36360144615173
34,85034,0.0005,0.006667414071561187,0.006667000043331781,0.0,0.0035781803729309767,0.003088819678418613,0.0024536456137565377,0.0,0.0,8.280599547365533e-05,0.027398610868152738,0.02639930355982607,0.02641667018686218,0.14778531946596363,0.1401976318847461,0.14139710526365262,0.6608120423705518,0.6382861894304778,0.6434743868999603,169.66947054862976
35,87535,0.0005,0.006592172397919124,0.006591763291157922,0.0,0.0035289375912589877,0.0030628256959191226,0.00243316141793938,0.0,0.0,8.182121986987268e-05,0.027167258096761297,0.026145986917732907,0.026189956800179517,0.14745595902264094,0.14035352655812675,0.14134466324354567,0.6618694319147341,0.6394394390681227,0.6447216206815233,176.03611540794373
36,90036,0.0005,0.006558360798689934,0.006557950316729104,0.0,0.003509096923980211,0.003048853391212825,0.0023973634800763285,0.0,0.0,8.209625593372184e-05,0.0273187599960016,0.026454164427978807,0.02645125021374725,0.1487180518417633,0.14186473847960815,0.14279645979583191,0.6649545260020991,0.6431644139219312,0.648174001140053,180.71998620033264
37,92537,0.0005,0.006516812115124553,0.0065164009330426305,0.0,0.003472127687803781,0.0030442732411193945,0.002463044722823369,0.0,0.0,8.223546186798944e-05,0.027364640081467412,0.026582823901689326,0.026550837400619212,0.14934983038034785,0.1424322848985406,0.14341291789708735,0.6661870408086765,0.6440952915708716,0.6490636907222985,172.32703256607056
38,95038,0.0005,0.006365452436540351,0.006365042148589543,0.0,0.0033770123666456964,0.0029880297859236583,0.0024857831666086653,0.0,0.0,8.205716255056663e-05,0.0281527037622451,0.027284496357706918,0.027313521573702093,0.1526518298930428,0.14484752973810475,0.14628469271854203,0.6736227384046382,0.6496501985143442,0.6557330826803095,174.63981580734253
39,97539,0.0005,0.00631162644385724,0.006311217773013467,0.0,0.003348109101588394,0.0029631086656997283,0.002474815845760525,0.0,0.0,8.173415327476976e-05,0.028340616878248702,0.02748773537460016,0.027446586425501445,0.1535971548880448,0.1461360768192723,0.147265999605868,0.6776072774015394,0.6529920258459116,0.6596112466368471,181.09377264976501
40,100040,0.0005,0.0062445684031053475,0.0062441638782482645,0.0,0.003307783308752501,0.002936380571683497,0.0024767754413314346,0.0,0.0,8.090473660281097e-05,0.02843608650289884,0.02739294907037185,0.02746553464661591,0.1535929573483107,0.14618703299930028,0.14738516019704173,0.6776072774015394,0.6546787534986006,0.6604578843096741,178.7311725616455
41,2501,0.0005,0.00616330225955321,0.0061628985070124095,0.0,0.003243095038120956,0.002919803469880588,0.0025110552656244026,0.0,0.0,8.075125516879213e-05,0.028536534604908036,0.0275847668745002,0.027588727095107384,0.1541964268979908,0.14697773234456218,0.14796684773751304,0.6815700477621451,0.6570802343125249,0.6636230859433303,208.91440749168396
42,5002,0.0005,0.006096210749768673,0.006095811011904038,0.0,0.0032137519839062975,0.002882059024227392,0.0024388649986123528,0.0,0.0,7.994770542910071e-05,0.028887077981307477,0.028001299480207915,0.02796352395882047,0.15565853736630347,0.14871209719237305,0.1495961187759646,0.6839923210403339,0.6604050762507497,0.6665943779858624,156.80828142166138
43,7503,0.0005,0.006076638650077237,0.006076240094984826,0.0,0.0032055068726711696,0.002870733222360203,0.002482592703856818,0.0,0.0,7.971049961736385e-05,0.028528822845861654,0.02770356701069572,0.02766702542487742,0.15505770348110756,0.1483740488179728,0.1492053612769514,0.684465081155038,0.6611268578506098,0.6674205160341182,156.974778175354
44,10004,0.0005,0.005968181257758413,0.005967784418127924,0.0,0.003122973609155268,0.002844810809973428,0.002479422895136167,0.0,0.0,7.936791908872312e-05,0.02922161213639544,0.028482454674380247,0.028420580039727132,0.15785726724935026,0.15153147725284885,0.1523062420516658,0.6893582410785686,0.6653545613004798,0.6720614269917986,156.86614680290222
45,12505,0.0005,0.005926226042346975,0.00592583292228144,0.0,0.003111889813051018,0.002813943113186961,0.0024478075094014843,0.0,0.0,7.862448509128234e-05,0.0294129418545082,0.028451705255397843,0.02844904458093666,0.15823709578668532,0.15144098610555778,0.15233545782404248,0.6910030909511196,0.6673082720036985,0.673839300477662,156.32323598861694
46,15006,0.0005,0.005890555214881599,0.00589016098274951,0.0,0.003090581263513079,0.002799579720213929,0.002474013241315661,0.0,0.0,7.884667520295003e-05,0.02974230229783087,0.028793170231907236,0.028780480678912337,0.1599730225097461,0.15289587290083967,0.15388576135110826,0.6926185580455317,0.6689826022715913,0.6757683495326978,155.80726289749146
47,17507,0.0005,0.005751260334062801,0.005750866701276448,0.0,0.0029978759887321787,0.0027529907126140904,0.0024589387626905348,0.0,0.0,7.87271594682326e-05,0.029754406831017592,0.028918803572321072,0.028918591212155054,0.16114882172131148,0.15427325163684527,0.1553939601763195,0.6989868115253899,0.673415497082417,0.6812838793563538,156.66553735733032
48,20008,0.0005,0.005794797487771426,0.0057944102737470205,0.0,0.003023637376386063,0.0027707728876325277,0.002510632495769034,0.0,0.0,7.744196416058098e-05,0.02973732382047181,0.028856035710715714,0.028840188115949884,0.16084611077444022,0.15414791114804077,0.15503945269185107,0.6959063054465714,0.6728243273003298,0.6794043160090204,156.08013272285461
49,22509,0.0005,0.005769697172645076,0.005769310336726092,0.0,0.0030164564760714273,0.0027528538643319185,0.0024294704403704506,0.0,0.0,7.736743512449517e-05,0.029955888738254697,0.029272177847610957,0.029184828167593182,0.16172896075944623,0.15560074798205717,0.15637584609381322,0.6991264041258497,0.6746258527838864,0.6819134744249883,155.90560913085938
50,25010,0.0005,0.005634921905184324,0.0056345390115601305,0.0,0.002931395391366671,0.0027031436178428098,0.002442013019751758,0.0,0.0,7.657748253278601e-05,0.030235464407986804,0.029601635908136744,0.02946039132966769,0.16356201659961014,0.15762728111880248,0.15816966385194442,0.7052678928428628,0.6793017168132747,0.6874844952732598,163.3662974834442
51,27511,0.0005,0.005620708299863313,0.005620324796978764,0.0,0.002924132674517462,0.0026961921255567113,0.002486329278872072,0.0,0.0,7.670041690244416e-05,0.03050029988004798,0.029711357644442223,0.029632387107282113,0.1639286668145242,0.15721836265493802,0.15801851165781422,0.7045896485155938,0.6797697913022291,0.6872181780740577,172.1373999118805
52,30012,0.0005,0.005637357678882158,0.005636977447682425,0.0,0.0029371777451263873,0.002699799706698766,0.002414630476787712,0.0,0.0,7.60453888992439e-05,0.030494735699470213,0.029747866478408637,0.0297021530824611,0.16453301491903238,0.15849597660935627,0.1591832235936628,0.7059056260308376,0.6814086865253899,0.6888726186938211,176.26053309440613
53,32513,0.0005,0.005513771572608317,0.00551338599956982,0.0,0.0028650839487919253,0.0026483020527445274,0.0024592723690374896,0.0,0.0,7.711382232107852e-05,0.0313410768505098,0.0305316350022491,0.030473240035413275,0.16752839879673131,0.16061934601159536,0.16177339945956679,0.7112956575182428,0.6855400417957817,0.6936957931182519,170.77068281173706
54,35014,0.0005,0.005447898107841134,0.005447519542437131,0.0,0.002813987803869977,0.0026335317369379917,0.002438368356168791,0.0,0.0,7.571275631019161e-05,0.03122871944972011,0.030591669582167132,0.030483757805653433,0.16752908211715314,0.16110723679278288,0.16198167499930846,0.7140254249862555,0.6880080975422331,0.6963848095150387,173.65769839286804
55,37515,0.0005,0.00541975609926054,0.005419377540070631,0.0,0.002806490710627411,0.0026128868290475654,0.0024193436500111517,0.0,0.0,7.57116731707321e-05,0.031324774777588965,0.030462522022441024,0.03046543174134683,0.1681702319072371,0.1616590668420132,0.1625405499716846,0.7147113810725709,0.6894035354608157,0.6974389126233128,178.87735104560852
56,40016,0.0005,0.005331658498674142,0.005331276180982286,0.0,0.0027534854852841882,0.0025777906997826415,0.0024220287673609995,0.0,0.0,7.646421891156858e-05,0.03172412675554778,0.030778313674530187,0.03077415408311886,0.17072624075369852,0.16335360387095163,0.16450753177954452,0.7208597029938025,0.6937561889306777,0.7027285726415496,180.28308701515198
57,42517,0.0005,0.005375918748093861,0.00537554065209822,0.0,0.0027804483549783146,0.0025950922981788607,0.0024149067128518163,0.0,0.0,7.561958107337787e-05,0.031522449613904435,0.030842741028588565,0.030749914393231857,0.16937180206042582,0.1631390412584966,0.163897115093727,0.7163027367178129,0.6925806825707217,0.6998338674614784,161.02269506454468
58,45018,0.0005,0.0053173479047741315,0.005316972855755203,0.0,0.002746153749125797,0.0025708191082352955,0.0023672511998607247,0.0,0.0,7.501077854386767e-05,0.031949329643142746,0.030887352090413836,0.030924189540303227,0.17103803010045981,0.16460466594612155,0.1652738337182715,0.7214715676229508,0.6967558679653139,0.7047006594496029,178.76981353759766
59,47519,0.0005,0.005215382670657095,0.005215004284042077,0.0,0.0026824606006217674,0.002532543687155747,0.0024271233783683555,0.0,0.0,7.567617067339562e-05,0.03245293679403239,0.0312984181327469,0.031448266147857444,0.17323715045231908,0.16563306318097762,0.16702408290899,0.7262415346361455,0.6986727769829568,0.707898823262119,181.39609456062317
60,50020,0.0005,0.005246718186882884,0.0052463429501843975,0.0,0.0027016284405674616,0.0025447145075222976,0.0024404234920169365,0.0,0.0,7.504717643746525e-05,0.032481538634546184,0.03147676476284486,0.03151355167293771,0.17286239800954617,0.1653686181777289,0.1666358597747913,0.723386231444922,0.6977788962539984,0.7063255531699216,195.14281582832336
61,52521,0.0005,0.005154495441089676,0.005154122417958014,0.0,0.0026454687305558166,0.0025086536843300622,0.0024465895909249894,0.0,0.0,7.460544567765538e-05,0.032370352640193924,0.0315972243914934,0.031530514937920084,0.174119121882497,0.16770049792582967,0.16849357689671615,0.7283950677541483,0.7028947210178429,0.7113249182272129,219.31843185424805
62,55022,0.0005,0.005112339483817197,0.005111965028395387,0.0,0.002622136728966464,0.0024898283043745958,0.0023969510607848702,0.0,0.0,7.4890776207302e-05,0.03298114348010796,0.032114107482007194,0.03206590811026747,0.1751342431777289,0.1679550835915634,0.16925744528322517,0.7301249422106157,0.7038222796818773,0.7128366613473858,164.3597092628479
63,57523,0.0005,0.005113693975667726,0.005113320918765846,0.0,0.002618329296847794,0.0024949916251298296,0.0024144593643076044,0.0,0.0,7.461127124068579e-05,0.032995981294982005,0.03206764169332267,0.032063451922088655,0.1757062799880048,0.16847040480682726,0.1696378018867905,0.730250087465014,0.703855762382547,0.7128346525922102,164.9488434791565
64,60024,0.0005,0.005074398688793626,0.005074026047956662,0.0,0.0025959707999427687,0.0024780552445228298,0.002412929956286118,0.0,0.0,7.452842353185657e-05,0.033136257215863656,0.032305144348510596,0.03225181007836728,0.1763366918857457,0.16925798040158938,0.17041137659462724,0.732360180927629,0.7060500994914534,0.7150636036269239,165.54459691047668
65,62525,0.0005,0.0049913127036926835,0.00499094266379092,0.0,0.0025543486454854773,0.0024365940148492896,0.002427943169186583,0.0,0.0,7.400832761967828e-05,0.03322108656537385,0.03252322118027789,0.03238967206959919,0.17748730585890643,0.17129857041558377,0.17211007054184663,0.7362164509196322,0.7104831895366853,0.7192997754883261,166.70453214645386
66,65026,0.0005,0.005036850549384538,0.005036482586246468,0.0,0.0025818890907841905,0.00245459349560192,0.002425918253511274,0.0,0.0,7.359191680798514e-05,0.03323729102109156,0.03256363470236905,0.03240764483244198,0.1776072774015394,0.17122369802079168,0.1720452138622318,0.7351194287909836,0.7083517179065874,0.7176115986277036,171.81732630729675
67,67527,0.0005,0.0049342400898862,0.004933873292251227,0.0,0.0025192820759140466,0.002414591212369005,0.002407480404840766,0.0,0.0,7.335965221405097e-05,0.03341768761245502,0.032532982900589764,0.032504661069320484,0.17803386457916834,0.17149897853358656,0.17248090117110734,0.7380114360505797,0.7128811561312974,0.7214066974523782,190.36870694160461
68,70028,0.0005,0.004900286485515878,0.004899921817801854,0.0,0.002504125164222398,0.0023957966552086186,0.0024177515007293097,0.0,0.0,7.293342199171698e-05,0.03363918104633147,0.03284828646666334,0.03278862508903833,0.17953511954593163,0.17303752327194122,0.17391432305929758,0.7399666110118452,0.7144803211527889,0.7232521560753598,166.0408012866974
69,72529,0.0005,0.004850260792860537,0.004849894190818199,0.0,0.0024729030590956106,0.0023769911304658063,0.0024209972466445835,0.0,0.0,7.331964969039143e-05,0.03397849844437225,0.033157537766143545,0.033124788094819134,0.18073258977658938,0.1745266737055178,0.17531221166330546,0.7428975675354859,0.7179990308564075,0.726562275892732,181.46674394607544
70,75030,0.0005,0.0048486586598797095,0.004848295626355657,0.0,0.002475501953095223,0.002372793675471441,0.002414549386219737,0.0,0.0,7.260634717314416e-05,0.03361692432402039,0.03283432720661735,0.032724739023868216,0.17993515484431227,0.17425822639694122,0.17469372675314349,0.743458378367403,0.7180687295394342,0.7268610128232452,175.25530290603638
71,77531,0.0005,0.004799592375681951,0.004799228781912072,0.0,0.0024423543017961587,0.002356874474169469,0.0023741819375897337,0.0,0.0,7.271837431285895e-05,0.0341921825019992,0.03360071986830268,0.033437860477045445,0.18187422296706318,0.17567221158411636,0.17644401963149273,0.7458904133659037,0.7203979736230508,0.7294468462872343,169.20663595199585
72,80032,0.0005,0.004771777892625648,0.0047714129045251154,0.0,0.0024238901644260337,0.0023475227374575103,0.0023752645010878077,0.0,0.0,7.299732134756845e-05,0.034634876518142746,0.03373748156987205,0.03369720480482994,0.18375589217438024,0.17688979095861657,0.17795659814913217,0.7487419094862056,0.722361934132597,0.7318734606591667,169.22786688804626
73,82533,0.0005,0.004732811692642232,0.004732448195784268,0.0,0.002408370974583321,0.0023240772214104108,0.002380253607329245,0.0,0.0,7.269946173491532e-05,0.0344675606319972,0.03367510417707917,0.03360656757562718,0.18386229492577968,0.17739320287509996,0.178232965220819,0.7498003728196222,0.7244746632596961,0.733448993642537,164.95241856575012
74,85034,0.0005,0.004678762691631326,0.004678400272999878,0.0,0.002376072010600151,0.00230232826347032,0.0023781009342531485,0.0,0.0,7.24825133419545e-05,0.035029347635945625,0.034100519948270694,0.03411165032763316,0.1850153493290184,0.17813489838439625,0.17931136329833722,0.7522779950519792,0.7261690050542283,0.7355645247837488,166.36355304718018
75,87535,0.0005,0.004649616675375991,0.004649258623878452,0.0,0.002358925397746542,0.002290333224107094,0.002360879944083607,0.0,0.0,7.16097329804783e-05,0.03529711162410036,0.03457044916408437,0.034437010593919744,0.1863954613467113,0.17973377055427828,0.1807447171396539,0.7535475067785385,0.7270663023852959,0.7366384778057085,168.1638593673706
76,90036,0.0005,0.004656998259413828,0.004656639535351321,0.0,0.0023658772287123214,0.0022907623149826415,0.002369260533314951,0.0,0.0,7.174434231324974e-05,0.03482630385345862,0.03413429550054978,0.03402434612038966,0.1847019981070072,0.17899939633521592,0.1795902086711559,0.7522941995076969,0.7284653521403939,0.7367683591746369,168.1715488433838
77,92537,0.0005,0.004646903322190374,0.004646545057225956,0.0,0.0023582949533873126,0.002288250106102016,0.002375833890038571,0.0,0.0,7.16533885367005e-05,0.03446990344487205,0.033756809776089566,0.03366863000497478,0.18458632172131148,0.1789310642930328,0.17944531976768538,0.7534328065648741,0.7289904350759696,0.7376519916225366,169.01092147827148
78,95038,0.0005,0.004568307402181398,0.004567948660803217,0.0,0.0023092635190308016,0.0022586851385140902,0.002393768145424076,0.0,0.0,7.174844110985756e-05,0.03471580117952819,0.03416738773240704,0.033997943263645414,0.18657097707791884,0.18078520544907037,0.18131926453045633,0.7585633715263894,0.7318149888482107,0.7415879846858483,167.9777534008026
79,97539,0.0005,0.004541897840314924,0.004541540938959803,0.0,0.002298988594829229,0.0022425523459692013,0.002372493337855924,0.0,0.0,7.138036526899372e-05,0.035543302210365856,0.03458108943922431,0.034583538716773644,0.18897401976709316,0.18209942585465813,0.18310242278374037,0.7600575004373251,0.7343078393642543,0.7436324945691585,168.18215918540955
80,100040,0.0005,0.004526378643443537,0.004526020649990744,0.0,0.0022867958458028404,0.002239224804432278,0.0023759608958294465,0.0,0.0,7.159831419922149e-05,0.03586797702793883,0.035005821889994,0.034959664582827836,0.19025153610430828,0.18336903519842063,0.18443855960540226,0.7610804311088065,0.7351308500037484,0.744604471277018,168.74940299987793
81,102541,0.0005,0.004460979553657483,0.004460623088778361,0.0,0.0022549405722634593,0.002205682515374488,0.002356536163216249,0.0,0.0,7.129185761499195e-05,0.03613222679678129,0.03528178572321072,0.035215925491947096,0.1911610355857657,0.18480381284986006,0.18565115327688037,0.7641665013682027,0.7381517119714615,0.7477212762985168,167.6317195892334
