epoch,global_step,lr,loss_total,loss_cd,loss_apml,loss_p2g,loss_g2p,loss_center,loss_bbox,loss_hd,loss_repulsion,loss_proj,loss_proj_bce,loss_proj_dice,loss_proj_iou,proj_weight,proj_valid_ratio,proj_pred_mask_mean,proj_gt_mask_mean,proj_pred_mask_max,proj_gt_mask_max,proj_u_min,proj_u_max,proj_v_min,proj_v_max,precision_0_01,recall_0_01,fscore_0_01,precision_0_02,recall_0_02,fscore_0_02,precision_0_05,recall_0_05,fscore_0_05,epoch_time_sec
151,2501,0.0005,0.09396960673744276,0.0034460446904649865,93.96947645654873,0.001986644948149932,0.00145939974344965,0.00017721016205146564,0.0,0.0,2.5159821162589275e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04415401808026789,0.04994681814774091,0.04653753352253551,0.22696351147041183,0.2685204238617053,0.24453491394351073,0.8006841208828969,0.8748342459891043,0.834178457208654,165.901700258255
152,5002,0.0005,0.09376169268528922,0.00342997926603783,93.76156057352449,0.00197255389773237,0.0014574253715288754,0.00017454999477708566,0.0,0.0,2.5545046522008116e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044859790458816474,0.05082830149190324,0.04733351407265786,0.22874219452843864,0.2696067080980108,0.2461834322379642,0.8025676448170732,0.875300856220012,0.8354706306402229,163.11757946014404
153,7503,0.0005,0.09382163121348998,0.003440996904771623,93.82149972194959,0.0019850509407933242,0.001455945963419729,0.0001735445826936996,0.0,0.0,2.5409152516242633e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0445694768967413,0.05033992262470012,0.04695002945242036,0.22842669572795882,0.26970373959791083,0.24590583030329566,0.8015036173030787,0.8750405111392943,0.8347166639502074,163.28761959075928
154,10004,0.0005,0.09366708709413364,0.0034182246049038654,93.66695571832302,0.001972810420453357,0.0014454141882208563,0.00017580097136435526,0.0,0.0,2.538221182092974e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044461121801279486,0.0502507981182527,0.04684688102603644,0.22762359899790083,0.269072546762545,0.24523462161797135,0.8018951599047881,0.87577185922506,0.8353027292891818,163.09172010421753
155,12505,0.0005,0.09343220151570596,0.0034042668343083737,93.43206952906094,0.001963355702973466,0.0014409111312069021,0.000173252489648563,0.0,0.0,2.54879829507907e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045326791158536585,0.051275876368202716,0.047788596105259484,0.23032652173505597,0.2715928277126649,0.24788658644725495,0.8034260905012994,0.8762279267980307,0.8363465116125066,166.0755090713501
156,15006,0.0005,0.09551677948049382,0.0034090905479935243,93.49959154369259,0.0019642186974810553,0.001444871851082676,0.00017413055388938029,0.0,0.0,2.5307692839651505e-05,0.06723523261796374,0.07509017443103416,0.059380289937247754,0.11145558573159633,0.029999999329447746,1.0,0.31326746835750563,0.3145521029186506,1.0,1.0,10.168962402564913,52.831040169991574,8.09287155432398,55.19769123753087,0.044627363898190726,0.05037965282636945,0.046998055225036375,0.2289476787410036,0.2706183151739304,0.24657414041486372,0.8036437768642543,0.8766551972960815,0.836671257736396,176.78678607940674
157,17507,0.0005,0.09734851809465042,0.0033895914982183233,93.321985905955,0.0019522687704514627,0.001437322724269979,0.00017847942968750966,0.0,0.0,2.555078433489143e-05,0.06710666875060393,0.07493106193873274,0.05928227471046951,0.1112866090422199,0.05999999865889549,1.0,0.3132437979433833,0.3145177628322155,1.0,1.0,10.199610582879428,52.80039196479611,8.0722464767755,55.200327914793554,0.045257775795931626,0.051185678072520994,0.04771480909487257,0.23057827650189924,0.27188743643167734,0.24819800672067352,0.8043038643917433,0.8769461941785786,0.837153928154042,173.5284285545349
158,20008,0.0005,0.0994811408096602,0.0033968481040311705,93.462586767051,0.0019523593331118342,0.0014444887736190918,0.00017605121811960757,0.0,0.0,2.5491008026173036e-05,0.06687135474293864,0.07448976941373957,0.059252939215663526,0.1112489881681376,0.09000000357627869,1.0,0.31327637928764807,0.3145199821370452,1.0,1.0,10.156875455822767,52.84312706344464,8.038530219988267,55.21501340869902,0.0449937212614954,0.05089780494052379,0.047430670412792794,0.22950028972785885,0.2709612444084866,0.2471365729962788,0.8038384255672731,0.8768211465413834,0.8369613547579664,174.31231045722961
159,22509,0.0005,0.10110438906582819,0.0033745226608386343,93.12356682083026,0.0019456273448824441,0.0014288953136404516,0.00017382151694203988,0.0,0.0,2.5505065081552185e-05,0.06650575484539785,0.07399740544069962,0.059014103451713186,0.110841593662294,0.11999999731779099,1.0,0.3133549262277606,0.3145115790350205,1.0,1.0,10.16299861643325,52.83700386727633,8.09517807380908,55.23096014584889,0.045132825775939626,0.05106082566973211,0.04758188533453328,0.23069629570046982,0.27243321421431427,0.2484687930840652,0.8050477074795082,0.8781339026889244,0.8382074639993589,173.85758185386658
160,25010,0.0005,0.10316111126997289,0.0033655107328172972,93.21592075450093,0.0019392510626797617,0.001426259673395861,0.0001777582164211207,0.0,0.0,2.5507165153366177e-05,0.06630038788340321,0.07361526667672555,0.058985508236585736,0.11079121012537063,0.15000000596046448,1.0,0.3134957760578392,0.3145494173850264,1.0,1.0,10.179778515267783,52.82022399475269,8.001790453557346,55.213288669822596,0.045021639781587366,0.050980193859956016,0.04747732020490041,0.23007271700694723,0.2716067869727109,0.24781048295498848,0.8044858228583567,0.8778773646791284,0.8377457277768138,174.03987669944763
161,27511,0.0005,0.10493972085889984,0.0033561140091706966,93.07438742642591,0.0019325802919198116,0.0014235337154704427,0.00017390193331265618,0.0,0.0,2.5415864302765523e-05,0.06591778537515448,0.0730464390804116,0.058789130808209855,0.1104524929682668,0.18000000715255737,1.0,0.31345235517934433,0.31453390195757236,1.0,1.0,10.024899678628762,52.97510286961875,8.095048558373586,55.23361939861507,0.0451379018705018,0.050984196165283886,0.04756592640110322,0.2296712174505198,0.2711860568272691,0.24735212018761765,0.8048767797568472,0.8783788242515493,0.8381968556357021,187.2152862548828
